Title,Console,Genre,Publisher,Developer,Critic_score,Total Global sales,release_date,last_update,Region,Sales
Tiger Woods PGA Tour 07,PS2,Sports,EA Sports,EA Redwood Shores,7.8,720000,10-10-2006 00:00,,Rest of world sales,100000
Tiger Woods PGA Tour 07,PS3,Sports,EA Sports,EA Redwood Shores,8.1,500000,14-11-2006 00:00,,North American sales,310000
Tiger Woods PGA Tour 07,PS3,Sports,EA Sports,EA Redwood Shores,8.1,500000,14-11-2006 00:00,,European & African sales,120000
Tiger Woods PGA Tour 07,PS3,Sports,EA Sports,EA Redwood Shores,8.1,500000,14-11-2006 00:00,,Rest of world sales,70000
Tiger Woods PGA Tour 07,X360,Sports,EA Sports,EA Redwood Shores,8.2,480000,17-10-2006 00:00,,North American sales,440000
Tiger Woods PGA Tour 07,X360,Sports,EA Sports,EA Redwood Shores,8.2,480000,17-10-2006 00:00,,Rest of world sales,40000
Tiger Woods PGA Tour 07,Wii,Sports,EA Sports,EA Redwood Shores,7.1,470000,13-03-2007 00:00,,North American sales,430000
Tiger Woods PGA Tour 07,Wii,Sports,EA Sports,EA Redwood Shores,7.1,470000,13-03-2007 00:00,,Rest of world sales,40000
Tiger Woods PGA Tour 07,XB,Sports,EA Sports,EA Redwood Shores,7.9,190000,10-10-2006 00:00,,North American sales,130000
Tiger Woods PGA Tour 07,XB,Sports,EA Sports,EA Redwood Shores,7.9,190000,10-10-2006 00:00,,European & African sales,50000
Tiger Woods PGA Tour 07,XB,Sports,EA Sports,EA Redwood Shores,7.9,190000,10-10-2006 00:00,,Rest of world sales,10000
Tiger Woods PGA Tour 07,PSP,Sports,EA Sports,Team Fusion,7.6,270000,10-10-2006 00:00,,North American sales,200000
Tiger Woods PGA Tour 07,PSP,Sports,EA Sports,Team Fusion,7.6,270000,10-10-2006 00:00,,European & African sales,40000
Tiger Woods PGA Tour 07,PSP,Sports,EA Sports,Team Fusion,7.6,270000,10-10-2006 00:00,,Rest of world sales,30000
Tiger Woods PGA Tour 08,Wii,Sports,Electronic Arts,EA Salt Lake,7.4,1020000,28-08-2007 00:00,,North American sales,930000
Tiger Woods PGA Tour 08,Wii,Sports,Electronic Arts,EA Salt Lake,7.4,1020000,28-08-2007 00:00,,European & African sales,10000
Tiger Woods PGA Tour 08,Wii,Sports,Electronic Arts,EA Salt Lake,7.4,1020000,28-08-2007 00:00,,Rest of world sales,80000
Tiger Woods PGA Tour 08,PSP,Sports,Electronic Arts,EA Tiburon,7.5,380000,28-08-2007 00:00,,North American sales,140000
Tiger Woods PGA Tour 08,PSP,Sports,Electronic Arts,EA Tiburon,7.5,380000,28-08-2007 00:00,,European & African sales,150000
Tiger Woods PGA Tour 08,PSP,Sports,Electronic Arts,EA Tiburon,7.5,380000,28-08-2007 00:00,,Rest of world sales,90000
Tiger Woods PGA Tour 09,PS3,Sports,EA Sports,EA Tiburon,8.5,650000,26-08-2008 00:00,,North American sales,340000
Tiger Woods PGA Tour 09,PS3,Sports,EA Sports,EA Tiburon,8.5,650000,26-08-2008 00:00,,European & African sales,220000
Tiger Woods PGA Tour 09,PS3,Sports,EA Sports,EA Tiburon,8.5,650000,26-08-2008 00:00,,Rest of world sales,100000
Tiger Woods PGA Tour 09,PSP,Sports,EA Sports,EA Tiburon,5.2,360000,26-08-2008 00:00,,North American sales,70000
Tiger Woods PGA Tour 09,PSP,Sports,EA Sports,EA Tiburon,5.2,360000,26-08-2008 00:00,,European & African sales,190000
Tiger Woods PGA Tour 09,PSP,Sports,EA Sports,EA Tiburon,5.2,360000,26-08-2008 00:00,,Rest of world sales,100000
Tiger Woods PGA Tour 09 All-Play,Wii,Sports,EA Sports,EA Tiburon,,1420000,26-08-2008 00:00,,North American sales,800000
Tiger Woods PGA Tour 09 All-Play,Wii,Sports,EA Sports,EA Tiburon,,1420000,26-08-2008 00:00,,European & African sales,480000
Tiger Woods PGA Tour 09 All-Play,Wii,Sports,EA Sports,EA Tiburon,,1420000,26-08-2008 00:00,,Rest of world sales,140000
Tiger Woods PGA Tour 10,Wii,Sports,EA Sports,EA Tiburon,9,1070000,08-06-2009 00:00,,North American sales,600000
Tiger Woods PGA Tour 10,Wii,Sports,EA Sports,EA Tiburon,9,1070000,08-06-2009 00:00,,European & African sales,370000
Tiger Woods PGA Tour 10,Wii,Sports,EA Sports,EA Tiburon,9,1070000,08-06-2009 00:00,,Rest of world sales,100000
Tiger Woods PGA Tour 10,PS3,Sports,EA Sports,EA Tiburon,8.4,780000,08-06-2009 00:00,,North American sales,420000
Tiger Woods PGA Tour 10,PS3,Sports,EA Sports,EA Tiburon,8.4,780000,08-06-2009 00:00,,European & African sales,250000
Tiger Woods PGA Tour 10,PS3,Sports,EA Sports,EA Tiburon,8.4,780000,08-06-2009 00:00,,Rest of world sales,110000
Tiger Woods PGA Tour 10,X360,Sports,EA Sports,EA Tiburon,8.3,650000,08-06-2009 00:00,,North American sales,390000
Tiger Woods PGA Tour 10,X360,Sports,EA Sports,EA Tiburon,8.3,650000,08-06-2009 00:00,,European & African sales,200000
Tiger Woods PGA Tour 10,X360,Sports,EA Sports,EA Tiburon,8.3,650000,08-06-2009 00:00,,Rest of world sales,60000
Tiger Woods PGA Tour 10,PSP,Sports,EA Sports,EA Tiburon,8.1,240000,08-06-2009 00:00,,North American sales,120000
Tiger Woods PGA Tour 10,PSP,Sports,EA Sports,EA Tiburon,8.1,240000,08-06-2009 00:00,,European & African sales,70000
Tiger Woods PGA Tour 10,PSP,Sports,EA Sports,EA Tiburon,8.1,240000,08-06-2009 00:00,,Rest of world sales,50000
Tiger Woods PGA Tour 11,PS3,Sports,EA Sports,EA Tiburon,7.9,830000,08-06-2010 00:00,,North American sales,370000
Tiger Woods PGA Tour 11,PS3,Sports,EA Sports,EA Tiburon,7.9,830000,08-06-2010 00:00,,European & African sales,340000
Tiger Woods PGA Tour 11,PS3,Sports,EA Sports,EA Tiburon,7.9,830000,08-06-2010 00:00,,Rest of world sales,130000
Tiger Woods PGA Tour 11,Wii,Sports,EA Sports,EA Tiburon,8.3,540000,08-06-2010 00:00,,North American sales,230000
Tiger Woods PGA Tour 11,Wii,Sports,EA Sports,EA Tiburon,8.3,540000,08-06-2010 00:00,,European & African sales,260000
Tiger Woods PGA Tour 11,Wii,Sports,EA Sports,EA Tiburon,8.3,540000,08-06-2010 00:00,,Rest of world sales,50000
Tiger Woods PGA Tour 11,X360,Sports,EA Sports,EA Tiburon,8.1,520000,08-06-2010 00:00,,North American sales,280000
Tiger Woods PGA Tour 11,X360,Sports,EA Sports,EA Tiburon,8.1,520000,08-06-2010 00:00,,European & African sales,190000
Tiger Woods PGA Tour 11,X360,Sports,EA Sports,EA Tiburon,8.1,520000,08-06-2010 00:00,,Rest of world sales,50000
Tiger Woods PGA Tour 2003,PS2,Sports,EA Sports,EA Redwood Shores,,1640000,27-10-2002 00:00,,North American sales,800000
Tiger Woods PGA Tour 2003,PS2,Sports,EA Sports,EA Redwood Shores,,1640000,27-10-2002 00:00,,European & African sales,630000
Tiger Woods PGA Tour 2003,PS2,Sports,EA Sports,EA Redwood Shores,,1640000,27-10-2002 00:00,,Rest of world sales,210000
Tiger Woods PGA Tour 2004,PS2,Sports,EA Sports,EA Redwood Shores,,1630000,22-09-2003 00:00,,North American sales,1180000
Tiger Woods PGA Tour 2004,PS2,Sports,EA Sports,EA Redwood Shores,,1630000,22-09-2003 00:00,,European & African sales,340000
Tiger Woods PGA Tour 2004,PS2,Sports,EA Sports,EA Redwood Shores,,1630000,22-09-2003 00:00,,Rest of world sales,100000
Tiger Woods PGA Tour 2005,PS2,Sports,EA Sports,EA Redwood Shores,,1440000,20-09-2004 00:00,,North American sales,1030000
Tiger Woods PGA Tour 2005,PS2,Sports,EA Sports,EA Redwood Shores,,1440000,20-09-2004 00:00,,European & African sales,320000
Tiger Woods PGA Tour 2005,PS2,Sports,EA Sports,EA Redwood Shores,,1440000,20-09-2004 00:00,,Rest of world sales,90000
Tigger's Honey Hunt,N64,Platform,NewKidCo,Rivage Games,7.3,200000,01-11-2000 00:00,,North American sales,160000
Tigger's Honey Hunt,N64,Platform,NewKidCo,Rivage Games,7.3,200000,01-11-2000 00:00,,European & African sales,40000
Time Crisis,PS,Shooter,Bandai Namco Entertainment Games,Namco,8.5,1680000,31-10-1997 00:00,,North American sales,380000
Time Crisis,PS,Shooter,Bandai Namco Entertainment Games,Namco,8.5,1680000,31-10-1997 00:00,,Japanese sales,330000
Time Crisis,PS,Shooter,Bandai Namco Entertainment Games,Namco,8.5,1680000,31-10-1997 00:00,,European & African sales,870000
Time Crisis,PS,Shooter,Bandai Namco Entertainment Games,Namco,8.5,1680000,31-10-1997 00:00,,Rest of world sales,100000
Time Crisis 4,PS3,Shooter,Bandai Namco Entertainment Games,Bandai Namco Games,6.1,830000,20-11-2007 00:00,,North American sales,320000
Time Crisis 4,PS3,Shooter,Bandai Namco Entertainment Games,Bandai Namco Games,6.1,830000,20-11-2007 00:00,,Japanese sales,50000
Time Crisis 4,PS3,Shooter,Bandai Namco Entertainment Games,Bandai Namco Games,6.1,830000,20-11-2007 00:00,,European & African sales,320000
Time Crisis 4,PS3,Shooter,Bandai Namco Entertainment Games,Bandai Namco Games,6.1,830000,20-11-2007 00:00,,Rest of world sales,140000
Time Crisis: Razing Storm,PS3,Shooter,Bandai Namco Entertainment Games,Nex Entertainment,5.8,540000,19-10-2010 00:00,,North American sales,180000
Time Crisis: Razing Storm,PS3,Shooter,Bandai Namco Entertainment Games,Nex Entertainment,5.8,540000,19-10-2010 00:00,,Japanese sales,70000
Time Crisis: Razing Storm,PS3,Shooter,Bandai Namco Entertainment Games,Nex Entertainment,5.8,540000,19-10-2010 00:00,,European & African sales,210000
Time Crisis: Razing Storm,PS3,Shooter,Bandai Namco Entertainment Games,Nex Entertainment,5.8,540000,19-10-2010 00:00,,Rest of world sales,80000
TimeShift,X360,Shooter,Sierra Entertainment,Saber Interactive,7,410000,30-10-2007 00:00,,North American sales,360000
TimeShift,X360,Shooter,Sierra Entertainment,Saber Interactive,7,410000,30-10-2007 00:00,,European & African sales,20000
TimeShift,X360,Shooter,Sierra Entertainment,Saber Interactive,7,410000,30-10-2007 00:00,,Rest of world sales,30000
TimeSplitters 2,PS2,Shooter,Eidos Interactive,Free Radical Design,9.1,700000,09-10-2002 00:00,,North American sales,340000
TimeSplitters 2,PS2,Shooter,Eidos Interactive,Free Radical Design,9.1,700000,09-10-2002 00:00,,European & African sales,270000
TimeSplitters 2,PS2,Shooter,Eidos Interactive,Free Radical Design,9.1,700000,09-10-2002 00:00,,Rest of world sales,90000
TimeSplitters: Future Perfect,GC,Shooter,Electronic Arts,Free Radical Design,8.4,80000,21-03-2005 00:00,,North American sales,60000
TimeSplitters: Future Perfect,GC,Shooter,Electronic Arts,Free Radical Design,8.4,80000,21-03-2005 00:00,,European & African sales,20000
Titanfall,XOne,Shooter,Electronic Arts,Respawn Entertainment,,3110000,11-03-2014 00:00,12-01-2018 00:00,North American sales,1880000
Titanfall,XOne,Shooter,Electronic Arts,Respawn Entertainment,,3110000,11-03-2014 00:00,12-01-2018 00:00,Japanese sales,40000
Titanfall,XOne,Shooter,Electronic Arts,Respawn Entertainment,,3110000,11-03-2014 00:00,12-01-2018 00:00,European & African sales,910000
Titanfall,XOne,Shooter,Electronic Arts,Respawn Entertainment,,3110000,11-03-2014 00:00,12-01-2018 00:00,Rest of world sales,280000
Titanfall,X360,Shooter,Electronic Arts,Respawn Entertainment,,1380000,08-04-2014 00:00,12-01-2018 00:00,North American sales,880000
Titanfall,X360,Shooter,Electronic Arts,Respawn Entertainment,,1380000,08-04-2014 00:00,12-01-2018 00:00,Japanese sales,20000
Titanfall,X360,Shooter,Electronic Arts,Respawn Entertainment,,1380000,08-04-2014 00:00,12-01-2018 00:00,European & African sales,350000
Titanfall,X360,Shooter,Electronic Arts,Respawn Entertainment,,1380000,08-04-2014 00:00,12-01-2018 00:00,Rest of world sales,130000
Titanfall 2,PS4,Shooter,Electronic Arts,Respawn Entertainment,8.9,1720000,28-10-2016 00:00,29-06-2018 00:00,North American sales,750000
Titanfall 2,PS4,Shooter,Electronic Arts,Respawn Entertainment,8.9,1720000,28-10-2016 00:00,29-06-2018 00:00,Japanese sales,60000
Titanfall 2,PS4,Shooter,Electronic Arts,Respawn Entertainment,8.9,1720000,28-10-2016 00:00,29-06-2018 00:00,European & African sales,620000
Titanfall 2,PS4,Shooter,Electronic Arts,Respawn Entertainment,8.9,1720000,28-10-2016 00:00,29-06-2018 00:00,Rest of world sales,280000
Titanfall 2,XOne,Shooter,Electronic Arts,Respawn Entertainment,,1370000,28-10-2016 00:00,29-06-2018 00:00,North American sales,880000
Titanfall 2,XOne,Shooter,Electronic Arts,Respawn Entertainment,,1370000,28-10-2016 00:00,29-06-2018 00:00,European & African sales,370000
Titanfall 2,XOne,Shooter,Electronic Arts,Respawn Entertainment,,1370000,28-10-2016 00:00,29-06-2018 00:00,Rest of world sales,130000
TMNT,PSP,Action,Ubisoft,Ubisoft Montreal,3.6,110000,20-03-2007 00:00,,North American sales,100000
TMNT,PSP,Action,Ubisoft,Ubisoft Montreal,3.6,110000,20-03-2007 00:00,,Rest of world sales,10000
TMNT: Mutant Melee,GC,Fighting,Konami Digital Entertainment,Konami Computer Entertainment Hawaii,4.2,70000,16-03-2005 00:00,,North American sales,60000
TMNT: Mutant Melee,GC,Fighting,Konami Digital Entertainment,Konami Computer Entertainment Hawaii,4.2,70000,16-03-2005 00:00,,European & African sales,10000
TNA iMPACT!,X360,Fighting,Midway Games,Midway Studios Los Angeles,6.4,450000,09-09-2008 00:00,,North American sales,260000
TNA iMPACT!,X360,Fighting,Midway Games,Midway Studios Los Angeles,6.4,450000,09-09-2008 00:00,,European & African sales,150000
TNA iMPACT!,X360,Fighting,Midway Games,Midway Studios Los Angeles,6.4,450000,09-09-2008 00:00,,Rest of world sales,40000
TNA iMPACT!,PS3,Fighting,Midway Games,Midway Studios Los Angeles,6.3,400000,09-09-2008 00:00,,North American sales,220000
TNA iMPACT!,PS3,Fighting,Midway Games,Midway Studios Los Angeles,6.3,400000,09-09-2008 00:00,,European & African sales,120000
TNA iMPACT!,PS3,Fighting,Midway Games,Midway Studios Los Angeles,6.3,400000,09-09-2008 00:00,,Rest of world sales,60000
TNA iMPACT!,PS2,Fighting,Midway Games,Midway Studios Los Angeles,6.1,220000,09-09-2008 00:00,,North American sales,100000
TNA iMPACT!,PS2,Fighting,Midway Games,Midway Studios Los Angeles,6.1,220000,09-09-2008 00:00,,Rest of world sales,120000
TNA iMPACT!,Wii,Fighting,Midway Games,Midway Studios Los Angeles,5.3,160000,16-09-2008 00:00,,North American sales,140000
TNA iMPACT!,Wii,Fighting,Midway Games,Midway Studios Los Angeles,5.3,160000,16-09-2008 00:00,,European & African sales,10000
TNA iMPACT!,Wii,Fighting,Midway Games,Midway Studios Los Angeles,5.3,160000,16-09-2008 00:00,,Rest of world sales,10000
TNA iMPACT: Cross the Line,PSP,Fighting,SouthPeak Interactive,Point of View,3.5,50000,22-06-2010 00:00,,North American sales,50000
TNN Motor Sports Hardcore 4x4,PS,Racing,ASCII Entertainment Games,Gremlin Interactive,,1310000,30-11-1996 00:00,,North American sales,730000
TNN Motor Sports Hardcore 4x4,PS,Racing,ASCII Entertainment Games,Gremlin Interactive,,1310000,30-11-1996 00:00,,European & African sales,500000
TNN Motor Sports Hardcore 4x4,PS,Racing,ASCII Entertainment Games,Gremlin Interactive,,1310000,30-11-1996 00:00,,Rest of world sales,90000
Tobal No.1,PS,Fighting,Sony Computer Interactive Entertainment,DreamFactory,7.7,920000,30-09-1996 00:00,,North American sales,120000
Tobal No.1,PS,Fighting,Sony Computer Interactive Entertainment,DreamFactory,7.7,920000,30-09-1996 00:00,,Japanese sales,660000
Tobal No.1,PS,Fighting,Sony Computer Interactive Entertainment,DreamFactory,7.7,920000,30-09-1996 00:00,,European & African sales,80000
Tobal No.1,PS,Fighting,Sony Computer Interactive Entertainment,DreamFactory,7.7,920000,30-09-1996 00:00,,Rest of world sales,60000
TOCA 2 Touring Car Championship,PS,Racing,Codemasters,Codemasters,,1320000,31-10-1999 00:00,,North American sales,30000
TOCA 2 Touring Car Championship,PS,Racing,Codemasters,Codemasters,,1320000,31-10-1999 00:00,,Japanese sales,20000
TOCA 2 Touring Car Championship,PS,Racing,Codemasters,Codemasters,,1320000,31-10-1999 00:00,,European & African sales,1160000
TOCA 2 Touring Car Championship,PS,Racing,Codemasters,Codemasters,,1320000,31-10-1999 00:00,,Rest of world sales,110000
Tokyo Mirage Sessions #FE,WiiU,Role-Playing,Nintendo,Atlus,8,330000,24-06-2016 00:00,23-07-2020 00:00,North American sales,170000
Tokyo Mirage Sessions #FE,WiiU,Role-Playing,Nintendo,Atlus,8,330000,24-06-2016 00:00,23-07-2020 00:00,Japanese sales,80000
Tokyo Mirage Sessions #FE,WiiU,Role-Playing,Nintendo,Atlus,8,330000,24-06-2016 00:00,23-07-2020 00:00,European & African sales,60000
Tokyo Mirage Sessions #FE,WiiU,Role-Playing,Nintendo,Atlus,8,330000,24-06-2016 00:00,23-07-2020 00:00,Rest of world sales,20000
Tokyo Xtreme Racer Zero,PS2,Racing,Crave Entertainment,Genki,,1500000,28-05-2001 00:00,,North American sales,660000
Tokyo Xtreme Racer Zero,PS2,Racing,Crave Entertainment,Genki,,1500000,28-05-2001 00:00,,Japanese sales,150000
Tokyo Xtreme Racer Zero,PS2,Racing,Crave Entertainment,Genki,,1500000,28-05-2001 00:00,,European & African sales,520000
Tokyo Xtreme Racer Zero,PS2,Racing,Crave Entertainment,Genki,,1500000,28-05-2001 00:00,,Rest of world sales,170000
Tom Clancy's EndWar,PSP,Strategy,Ubisoft,Funatics Software,6.7,110000,04-11-2008 00:00,,North American sales,100000
Tom Clancy's EndWar,PSP,Strategy,Ubisoft,Funatics Software,6.7,110000,04-11-2008 00:00,,European & African sales,10000
Tom Clancy's EndWar,PSP,Strategy,Ubisoft,Funatics Software,6.7,110000,04-11-2008 00:00,,Rest of world sales,10000
Tom Clancy's EndWar,X360,Strategy,Ubisoft,Ubisoft Shanghai,8,910000,04-11-2008 00:00,,North American sales,580000
Tom Clancy's EndWar,X360,Strategy,Ubisoft,Ubisoft Shanghai,8,910000,04-11-2008 00:00,,Japanese sales,10000
Tom Clancy's EndWar,X360,Strategy,Ubisoft,Ubisoft Shanghai,8,910000,04-11-2008 00:00,,European & African sales,240000
Tom Clancy's EndWar,X360,Strategy,Ubisoft,Ubisoft Shanghai,8,910000,04-11-2008 00:00,,Rest of world sales,90000
Tom Clancy's Ghost Recon,PS2,Shooter,Ubisoft,Red Storm Entertainment,,1940000,11-11-2002 00:00,,North American sales,1420000
Tom Clancy's Ghost Recon,PS2,Shooter,Ubisoft,Red Storm Entertainment,,1940000,11-11-2002 00:00,,European & African sales,400000
Tom Clancy's Ghost Recon,PS2,Shooter,Ubisoft,Red Storm Entertainment,,1940000,11-11-2002 00:00,,Rest of world sales,120000
Tom Clancy's Ghost Recon,XB,Shooter,Ubisoft,Red Storm Entertainment,,1760000,11-11-2002 00:00,,North American sales,1230000
Tom Clancy's Ghost Recon,XB,Shooter,Ubisoft,Red Storm Entertainment,,1760000,11-11-2002 00:00,,European & African sales,460000
Tom Clancy's Ghost Recon,XB,Shooter,Ubisoft,Red Storm Entertainment,,1760000,11-11-2002 00:00,,Rest of world sales,70000
Tom Clancy's Ghost Recon 2,XB,Shooter,Ubisoft,Red Storm Entertainment,,1360000,16-11-2004 00:00,,North American sales,860000
Tom Clancy's Ghost Recon 2,XB,Shooter,Ubisoft,Red Storm Entertainment,,1360000,16-11-2004 00:00,,European & African sales,450000
Tom Clancy's Ghost Recon 2,XB,Shooter,Ubisoft,Red Storm Entertainment,,1360000,16-11-2004 00:00,,Rest of world sales,60000
Tom Clancy's Ghost Recon 2,PS2,Shooter,Ubisoft,Red Storm Entertainment,,1080000,30-11-2004 00:00,,North American sales,640000
